sentence,aspect_category,polarity
Sometimes you really have to tap the pad to get it to work,MOUSE#USABILITY,negative
This is a great little computer for the price.,LAPTOP#GENERAL,positive
This is a great little computer for the price.,LAPTOP#PRICE,neutral
"Simple to use, and great graphics.",LAPTOP#USABILITY,positive
"Simple to use, and great graphics.",GRAPHICS#GENERAL,positive
It has everything I would need for a home computer.,LAPTOP#MISCELLANEOUS,positive
I'm very impressed.,LAPTOP#GENERAL,positive
It was secure and easy to navigate.,LAPTOP#QUALITY,positive
It was secure and easy to navigate.,LAPTOP#USABILITY,positive
It is everything that I would want in a computer.,LAPTOP#GENERAL,positive
"Besides the great look, it is a great machine.",LAPTOP#DESIGN_FEATURES,positive
"Besides the great look, it is a great machine.",LAPTOP#GENERAL,positive
Once again apple stands alone at the top of the charts.,COMPANY#GENERAL,positive
"I enjoy very much my new Toshiba, purchased specifially for attending online schooling.",LAPTOP#GENERAL,positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",LAPTOP#USABILITY,positive
"I have found also, it is very easy to be able to access wireless internet access; without having to have extra equipment and/or complicated routes to take to be able to do so.",LAPTOP#CONNECTIVITY,positive
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#DESIGN_FEATURES,positive
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#USABILITY,positive
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#MISCELLANEOUS,positive
I am very pleased with my purchase!,LAPTOP#GENERAL,positive
This laptop serves all my needs.,LAPTOP#GENERAL,positive
Screen size is perfect for portable use in any environment.,DISPLAY#DESIGN_FEATURES,positive
Screen size is perfect for portable use in any environment.,LAPTOP#PORTABILITY,positive
Price and purpose is awesome!,LAPTOP#PRICE,positive
Price and purpose is awesome!,LAPTOP#MISCELLANEOUS,positive
I have been very pleased with the performance of this laptop.,LAPTOP#OPERATION_PERFORMANCE,positive
"The battery life seems to be very good, and have had no issues with it.",BATTERY#OPERATION_PERFORMANCE,positive
Great product.,LAPTOP#GENERAL,positive
The laptop was very easy to set up.,LAPTOP#USABILITY,positive
Everything was so easy.,LAPTOP#USABILITY,positive
They were able to set-up with labtops themselves within a few minutes.,LAPTOP#USABILITY,positive
It works fine with our wireless and they've had not problems.,LAPTOP#CONNECTIVITY,positive
It works fine with our wireless and they've had not problems.,LAPTOP#GENERAL,positive
It's a great product for a great price!,LAPTOP#GENERAL,positive
It's a great product for a great price!,LAPTOP#PRICE,positive
"Waited on getting this computer, but it has been a great change.",LAPTOP#GENERAL,positive
Ease of use is just one of the benefits I love about my Mac.,LAPTOP#USABILITY,positive
The service I received from Toshiba went above and beyond the call of duty.,SUPPORT#QUALITY,positive
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",LAPTOP#OPERATION_PERFORMANCE,positive
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",DISPLAY#QUALITY,positive
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",LAPTOP#USABILITY,positive
It is extremely portable and easily connects to WIFI at the library and elsewhere.,LAPTOP#PORTABILITY,positive
It is extremely portable and easily connects to WIFI at the library and elsewhere.,LAPTOP#CONNECTIVITY,positive
Just what the doctor ordered.,LAPTOP#GENERAL,positive
I cannot be happier with the service or product.,SUPPORT#QUALITY,positive
I cannot be happier with the service or product.,LAPTOP#GENERAL,positive
power supply went bad after 2 weeks --,POWER_SUPPLY#QUALITY,negative
after much effort and 10 days ASUS replaced it,SUPPORT#QUALITY,negative
The WiFi is very weak.,LAPTOP#CONNECTIVITY,negative
Summary: Spend your money elsewhere,LAPTOP#GENERAL,negative
This is a nicely sized laptop with lots of processing power and long battery life.,LAPTOP#DESIGN_FEATURES,positive
This is a nicely sized laptop with lots of processing power and long battery life.,CPU#OPERATION_PERFORMANCE,positive
This is a nicely sized laptop with lots of processing power and long battery life.,BATTERY#OPERATION_PERFORMANCE,positive
Love it so far.,LAPTOP#GENERAL,positive
The Toshiba Net book operates very well.,LAPTOP#OPERATION_PERFORMANCE,positive
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,OS#MISCELLANEOUS,negative
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#GENERAL,positive
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#DESIGN_FEATURES,positive
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#PORTABILITY,positive
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#OPERATION_PERFORMANCE,positive
"The touchpad is extremely sensitive, which is the only drawback.",MOUSE#OPERATION_PERFORMANCE,negative
"The touchpad is extremely sensitive, which is the only drawback.",LAPTOP#GENERAL,positive
"Otherwise, I love it!",LAPTOP#GENERAL,positive
I wasn't really sure I wanted to spend that kind of money!,LAPTOP#PRICE,negative
It Was a great deal after all.,LAPTOP#GENERAL,positive
It Was a great deal after all.,LAPTOP#PRICE,positive
I LOVE it!,LAPTOP#GENERAL,positive
I should have bought one a long time ago.,LAPTOP#GENERAL,positive
Not enough time for me to give it 5 stars!,LAPTOP#GENERAL,neutral
"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",LAPTOP#GENERAL,positive
I have only had PCs with Windows before so this takes a little getting use to.,OS#USABILITY,neutral
The real stand out on this computer is the feel of the keyboard and it's speed.,KEYBOARD#QUALITY,positive
The real stand out on this computer is the feel of the keyboard and it's speed.,LAPTOP#OPERATION_PERFORMANCE,positive
"It is fast booting up , shutting down, and connection with the internet.",LAPTOP#OPERATION_PERFORMANCE,positive
"It is fast booting up , shutting down, and connection with the internet.",LAPTOP#CONNECTIVITY,positive
The one thing I wish it had was a detailed hardcopy manuel.,LAPTOP#MISCELLANEOUS,negative
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",LAPTOP#MISCELLANEOUS,neutral
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",LAPTOP#MISCELLANEOUS,positive
It's priced very reasonable and works very well right out of the box.,LAPTOP#PRICE,positive
It's priced very reasonable and works very well right out of the box.,LAPTOP#OPERATION_PERFORMANCE,positive
"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#GENERAL,positive
"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#PORTABILITY,positive
"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#MISCELLANEOUS,positive
the screen/video resolution won't increase to a higher resolution then 1024 x 60,DISPLAY#QUALITY,negative
"That being said, it still runs video in full screen decently.",DISPLAY#OPERATION_PERFORMANCE,neutral
"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",MULTIMEDIA_DEVICES#QUALITY,neutral
"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",LAPTOP#GENERAL,positive
"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",LAPTOP#PRICE,neutral
"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",LAPTOP#GENERAL,positive
"I love my Apple, it is quick and easy to use.",LAPTOP#GENERAL,positive
"I love my Apple, it is quick and easy to use.",LAPTOP#OPERATION_PERFORMANCE,positive
"I love my Apple, it is quick and easy to use.",LAPTOP#USABILITY,positive
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",SUPPORT#QUALITY,positive
I can't say enough of how satisfied I am with their product and help aftermarket.,LAPTOP#GENERAL,positive
I can't say enough of how satisfied I am with their product and help aftermarket.,SUPPORT#QUALITY,positive
Money and time well spent!,LAPTOP#GENERAL,positive
Money and time well spent!,LAPTOP#PRICE,positive
Highly recommended!,LAPTOP#GENERAL,positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",LAPTOP#PRICE,positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",SHIPPING#PRICE,positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",LAPTOP#GENERAL,positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",LAPTOP#MISCELLANEOUS,positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",LAPTOP#OPERATION_PERFORMANCE,positive
Speakers doesn't sound that great.,MULTIMEDIA_DEVICES#QUALITY,negative
"Love the speed, especially!",LAPTOP#OPERATION_PERFORMANCE,positive
So glad I decided to upgrade!,LAPTOP#GENERAL,positive
"I've owned this labtop for less then two months, already the mouse button has broke.",MOUSE#QUALITY,negative
"Still under warrenty so called Toshiba, no help at all.",SUPPORT#QUALITY,negative
I'm stuck w/ a broken computer.,LAPTOP#QUALITY,negative
"Will not buy another Toshiba, this is my second, not happy w/ either.",LAPTOP#GENERAL,negative
"Will not buy another Toshiba, this is my second, not happy w/ either.",COMPANY#GENERAL,negative
"I love its solid build, light wt and excellent battery life (for now).",LAPTOP#QUALITY,positive
"I love its solid build, light wt and excellent battery life (for now).",LAPTOP#DESIGN_FEATURES,positive
"I love its solid build, light wt and excellent battery life (for now).",BATTERY#OPERATION_PERFORMANCE,positive
Excellent LED monitor and well equipped.,DISPLAY#DESIGN_FEATURES,positive
Excellent LED monitor and well equipped.,LAPTOP#DESIGN_FEATURES,positive
I love the Apple products.,COMPANY#GENERAL,positive
"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",LAPTOP#GENERAL,positive
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",KEYBOARD#DESIGN_FEATURES,positive
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",KEYBOARD#USABILITY,positive
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",LAPTOP#DESIGN_FEATURES,positive
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",LAPTOP#USABILITY,positive
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",LAPTOP#USABILITY,positive
both upgrades were quickly accomplished after purchasing the necessary Product Key.,LAPTOP#USABILITY,positive
"Other installed features, such as certain printer software, are also most attractive.",LAPTOP#DESIGN_FEATURES,positive
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",LAPTOP#QUALITY,negative
