sentence Id,sentence,aspect_term,polarity
262,"just bought my all-time favorite britney spears song , '' lucky '' on itunes since i 'm too lazy to look for the cd i know i have somewhere . .",['britney spears'],['positive']
263,week in microsoft : windows 7 sp1 and windows live 4.0 rumors -LRB- ars technica -RRB- : let 's look back at the week that w . .,['windows 7'],['neutral']
264,DevinEbanks3 is having a great game lakers vs . kings,['lakers'],['neutral']
265,": been using windows 7 about 3 times for less than 20 minutes , and i 've gotten 3 bsods ... windows7 fail",['windows 7'],['negative']
266,"jailbait beat lady gag , miley cyrus , taylor swift and britney spears 4 best international pop artist 2009 los premios mtv latin america awards !",['britney spears'],['positive']
267,obama is keeping his peace prize .,['obama'],['neutral']
268,emanuel ungaro and lindsay lohan : cut from the same cloth ? -LRB- women 's wear daily -RRB- - x.fr / ny9,['lindsay lohan'],['neutral']
269,'' she 's yodeling like she thinks she 's goddamn shakira or goddamn jewel . '',['shakira'],['negative']
270,selena gomez = Singer ✔ Funny ✔ Actress ✔ Outgoing ✔ Beautiful ✔ Smart ✔ Laugh ✔ Smile ✔ Style ✔ Love towards her fans ✔ Fans love her ✔,['selena gomez'],['positive']
271,my plan on watching videos of the new super mario brothers . game for the wii has been spoiled by grad students with scholarship questions .,['wii'],['neutral']
272,already have an 8gb in the 9000 but it is easier to plug in the ipod to my car .,['ipod'],['neutral']
273,john mccain AND JOE LIEBERMAN AND GRAHNESTY are all FAKE REPUBLICAN/CONSERVATIVES . They are as PROGRESSIVE LEFT as they can be,['john mccain'],['negative']
274,lady gaga YSPEAK IN YOUR OWN WAY . BE MY FRIEND PLEASE !,['lady gaga'],['positive']
275,new : lego heartbreak t-shirt + britney spears gives fans ' 3 ' + balloon boy and more !,['britney spears'],['neutral']
276,musicmonday -LRB- i ca n't get no -RRB- satisfaction - britney spears ... ha '' are you lesbian ? '' '' huh ? '' ahahahahhaha,['britney spears'],['neutral']
277,ashleeee99 harry potter sucks . So do these sam adams . I like the pbr better,['harry potter'],['negative']
278,taylor swift made me fall in love with country music < 3,['taylor swift'],['positive']
279,on the nook they can share a book for 14 days . not sure about the kindle .,['kindle'],['neutral']
280,Teeehee perez hilton told joe to drop it like its hot ; -RRB-,['perez hilton'],['neutral']
281,my pod touch is too loud as an alarm ... damn it steve jobs ! ...,['steve jobs'],['negative']
282,"Bunch song of lady gaga , Like it so Much ! : *",['lady gaga'],['positive']
283,"G.A. Henty novels are great for children 's read alouds -LRB- ages 10 + -RRB- . I 'm holding out for the ipad , however -LRB- do n't favor Kindle -RRB- .",['ipad'],['neutral']
284,fun at target : well i finally dragged myself out to target today to get in on the wii deal . i ended up wi . .,['wii'],['neutral']
285,"'' lindsay lohan looking haggard in paris - awful plastic surgery ... : awful plastic surgery , trout pout , ugly b . .",['lindsay lohan'],['negative']
286,"i think the britney spears ' song ' 3 ' is awesome ! i could listen to it over and over again . well , back to work ! enjoy the afternoon !",['britney spears'],['positive']
287,what happened to k-fed ? he gains soooo much weight after his divorce with britney spears !,['britney spears'],['neutral']
288,"lmao epic fail , zee . epic fail . xd hahahaha , i love people like that . like lindsay lohan or britney spears . xd",['lindsay lohan'],['neutral']
289,i fucking hate motherfucking electronics !!! now i 'm all fucking hot and sweaty and dusty trying to fix my fucking xbox and nothing worked !!,['xbox'],['negative']
290,Just loved nicki minaj feat . Drake - Moment 4 Life -LRB- DJ Kue Remix -RRB- - Dirty . on hypem,['nicki minaj'],['positive']
291,barack obama seems like he 'd be a cool guy to hang out with . I really should get a Hawaiian friend .,['barack obama'],['neutral']
292,My big girl wants to read harry potter . Seems like just yesterday we were reading Madeline . Is she ready ? She sobbed over Kung Fu Panda .,['harry potter'],['neutral']
293,I can not BELIEVE the level of access the NBA gave the khloe and lamar show . That ryan seacrest and Kris Jenner are forces to be reckoned with,['ryan seacrest'],['negative']
294,want to be updated by the global hunger index ? . -LRB- love the use of google plat to make this data readable -RRB-,['google'],['positive']
295,but the ultimate argument against the '' sanctity of marriage '' loons is britney spears ' '' just for fun '' marriage .,['britney spears'],['neutral']
296,"'' Sonny helped me grow , and become more aware of the media , and paparazzi , and the famous life . It makes me think twice . '' - demi lovato .",['demi lovato'],['neutral']
297,Rebecca thinks khloe kardashian is n't a real kardashian . She thinks Bruce is her dad because she does n't look like the other two . .,['khloe kardashian'],['negative']
298,The Awesomeness of the Best google Custom Logos . vía abduzeedo,['google'],['positive']
299,woke up to the sounds of mario . spencer stole his mamas wii . hell yes !,['wii'],['neutral']
300,"well i checked it out in consumer reports -LRB- my dad subscribes -RRB- and they say go with the kindle , so i 'll probably do that . thanks for tips : -RRB-",['kindle'],['neutral']
301,Lol if you do n't know how to cook you better get you a fucking martha stewart book,['martha stewart'],['negative']
302,is listening to micheal jackson album > 3 legends live for ever ! we love you micheal x,['micheal jackson'],['positive']
303,Blinking because my contact was dry and this chick thought I was winking at her O.O '' Nice braids cutie . . you look like alicia keys '' AwkwardMoment,['alicia keys'],['neutral']
304,"lol '' i get to go to lots of overseas places , like canada . '' - britney spears quote",['britney spears'],['neutral']
305,Garth Brooks : ' the system wo n't let obama do his job '' Paul Bernaert : '' Do n't be a crybaby '',['obama'],['negative']
306,am watching peejaybe and his perfect king fu moves on the wii fit plus ! am loving it !,['wii'],['positive']
307,"Oct 5 , 1947 Harry Truman made the 1st ever Presidential address aired on television . Now President , barack obama , is pretty much all we see on television !!",['barack obama'],['neutral']
308,"nobel peace prize is for u-2 , jimmy carter , obama , and jill chaplin , md , has it for shout '' cripples ! ''",['jimmy carter'],['neutral']
309,I do n't believe that anything could make S&M a worse song than it already was -LRB- even britney spears -RRB- so I am voting yay on the Rihmix .,['britney spears'],['negative']
310,LOL i love that planetjedward are such fangirls for britney,['britney'],['positive']
311,"listening to a-game the air plane on raiiney ' is ipod , why am i gon na make a routine , well and dancing , lol ,",['ipod'],['neutral']
312,"'' It is a privilege to be here , to open for Lady gag . I 've made it ! '' barack obama - ha !",['barack obama'],['neutral']
313,"See , the Racist is . Mcgavin kgrayson23 says that President obama '' beats '' women and '' molests '' children ... .",['obama'],['negative']
314,'' yeah know you do n't hear the good ones any more like soulja boy . '' my mother :-RRB- alexisnan haydenfryery,['soulja boy'],['positive']
315,And Michael Stipe is on jimmy fallon and nervous . Will perform new song with The Roots band . Mentioned James Franco . This is memorable ! : -RRB-,['jimmy fallon'],['neutral']
316,"do any of my followers have a picture of britney spears performing live ? just had an idea for my uni course but need a fresh photo , deathmatch me !",['britney spears'],['neutral']
317,damn obama can you attempt to lower gas prices ?,['obama'],['negative']
318,100factsaboutme 2 i love justin bieber,['justin bieber'],['positive']
319,revealed . . nicolas cage ' s secret passion -,['nicolas cage'],['neutral']
320,Link Time ! : madonna and Lady gag fake fight on SNL - Company Jude Law has been confirmed as the father of Sa . .,['madonna'],['neutral']
321,And I know yall heard about the rumors of madonna wanting to have Pacs baby ... yeah I kicked that bitch into an abortion .,['madonna'],['negative']
322,acoracle love the NBA go lakers . Watching UFC now .,['lakers'],['positive']
323,in the wii news : the biggest loser : : wii and ds game review,['wii'],['neutral']
324,Currently reading the British version of harry potter and the Deathly Hallows and wishing I had a fireplace in my hotel room .,['harry potter'],['neutral']
325,"'' To be clear , the real sarah palin can NOT , repeat , NOT see Russia from her house . '' CNNFactCheck",['sarah palin'],['negative']
326,"3 by britney spears , my most played for these past two days ! feels like d-d-dancing !",['britney spears'],['positive']
327,NEW Video '' Unthinkable '' by Porta_Rich_ITD ft alicia keys -- > . Youtube,['alicia keys'],['neutral']
328,Michele Bachmann action figure not as popular as sarah palin,['sarah palin'],['neutral']
329,"i swear britney spears piss somebody in twitterland , smooth off . at least 1ce a week , her and her good friend penis try to follow me on here",['britney spears'],['negative']
330,i have an actual kindle and totally love it . the nook looks pretty nice too .,['kindle'],['positive']
331,Bieberfact katy perry says if she was very happy when she kissed Justin :-RRB- RT if You Want too .,['katy perry'],['neutral']
332,madonna shoes offered to Gypsy charity in Romania : AP - madonna is putting her shoes where her mouth is .,['madonna'],['neutral']
333,"Fuck is wrong with corey gunz , he ca n't make a choice between weezy and nick cannon , who the fuck is nick cannon again ?",['nick cannon'],['negative']
334,at least you did n't hurt yourself playing the wii .,['wii'],['positive']
335,charlie sheen Loses Another Legal Battle in Contract Dispute : charlie sheen lost his latest bid to force a cou ... .,['charlie sheen'],['neutral']
336,shouts to felixcartal for his very great rmx of outrageous by britney spears !,['britney spears'],['neutral']
337,"I 'm not cool , says john legend - AsiaOne : AsiaOneI 'm not cool , says john legend MAY have a reputation f ... .",['john legend'],['negative']
338,give stanza a look . it 's pretty good . kindle application for phone is good too . what about sony 's book reader ?,['kindle'],['positive']
339,"kim kardashian Glows Around Kris Humphries : kim kardashian and her beau , Kris Humphries , had a blast at Kourtney ... .",['kim kardashian'],['neutral']
